cowcode,stateabb,statename,relevance,from,to,group,size,status,warid,warid2,groupid,cowgroupid
345,YUG,Yugoslavia,Yes,1992,1992,Albanians,0.17,DISCRIMINATED,,,6000,34506000
345,YUG,Yugoslavia,Yes,1992,1992,Macedonians,0.06,SENIOR PARTNER,,,8000,34508000
345,YUG,Yugoslavia,Yes,1992,1992,Montenegrins,0.05,JUNIOR PARTNER,,,9000,34509000
345,YUG,Yugoslavia,Yes,1992,1992,Bosniaks/Muslims,0.03,DISCRIMINATED,,,4000,34504000
345,YUG,Yugoslavia,Yes,1992,1992,Hungarians,0.03,POWERLESS,,,11000,34511000
345,YUG,Yugoslavia,Yes,1992,1992,Croats,0.01,DISCRIMINATED,,,2000,34502000
345,YUG,Yugoslavia,Yes,1993,1999,Serbs,0.62,SENIOR PARTNER,,,1000,34501000
345,YUG,Yugoslavia,Yes,1993,1999,Albanians,0.17,DISCRIMINATED,32100,,6000,34506000
345,YUG,Yugoslavia,Yes,1993,1999,Montenegrins,0.05,JUNIOR PARTNER,,,9000,34509000
345,YUG,Yugoslavia,Yes,1993,1999,Bosniaks/Muslims,0.03,DISCRIMINATED,,,4000,34504000
345,YUG,Yugoslavia,Yes,1993,1999,Hungarians,0.03,POWERLESS,,,11000,34511000
345,YUG,Yugoslavia,Yes,1993,1999,Croats,0.01,DISCRIMINATED,,,2000,34502000
345,YUG,Yugoslavia,Yes,2000,2005,Serbs,0.62,SENIOR PARTNER,,,1000,34501000
345,YUG,Yugoslavia,Yes,2000,2005,Albanians,0.17,REGIONAL AUTONOMY,,,6000,34506000
345,YUG,Yugoslavia,Yes,2000,2005,Montenegrins,0.05,JUNIOR PARTNER,,,9000,34509000
345,YUG,Yugoslavia,Yes,2000,2005,Hungarians,0.03,REGIONAL AUTONOMY,,,11000,34511000
345,YUG,Yugoslavia,Yes,2000,2005,Bosniaks/Muslims,0.03,REGIONAL AUTONOMY,,,4000,34504000
345,YUG,Yugoslavia,Yes,2000,2005,Croats,0.01,REGIONAL AUTONOMY,,,2000,34502000
346,BOS,Bosnia and Herzegovina,Yes,1992,1995,Bosniaks/Muslims,0.437,SENIOR PARTNER,,,1000,34601000
346,BOS,Bosnia and Herzegovina,Yes,1992,1995,Serbs,0.313,SEPARATIST AUTONOMY,29600,,2000,34602000
346,BOS,Bosnia and Herzegovina,Yes,1992,1995,Croats,0.173,JUNIOR PARTNER,30500,,3000,34603000
346,BOS,Bosnia and Herzegovina,Yes,1992,1995,Roma,0.01,DISCRIMINATED,,,4000,34604000
346,BOS,Bosnia and Herzegovina,Yes,1996,2005,Bosniaks/Muslims,0.47,SENIOR PARTNER,,,1000,34601000
346,BOS,Bosnia and Herzegovina,Yes,1996,2005,Serbs,0.371,SENIOR PARTNER,,,2000,34602000
346,BOS,Bosnia and Herzegovina,Yes,1996,2005,Croats,0.143,SENIOR PARTNER,,,3000,34603000
346,BOS,Bosnia and Herzegovina,Yes,1996,2005,Roma,0.01,DISCRIMINATED,,,4000,34604000
349,SLV,Slovenia,Yes,1992,2005,Slovenes,0.831,DOMINANT,,,1000,34901000
349,SLV,Slovenia,Yes,1992,2005,Serbs,0.02,DISCRIMINATED,,,2000,34902000
349,SLV,Slovenia,Yes,1992,2005,Croats,0.018,DISCRIMINATED,,,3000,34903000
349,SLV,Slovenia,Yes,1992,2005,Bosniaks,0.011,DISCRIMINATED,,,4000,34904000
349,SLV,Slovenia,Yes,1992,2005,Hungarians,0.0032,POWERLESS,,,5000,34905000
349,SLV,Slovenia,Yes,1992,2005,Italians,0.0011,POWERLESS,,,6000,34906000
350,GRC,Greece,Yes,1946,2005,Greeks,0.97,MONOPOLY,,,1000,35001000
350,GRC,Greece,Yes,1946,2005,Muslims,0.01,POWERLESS,,,2000,35002000
350,GRC,Greece,Yes,1946,2005,Roma,0.017,DISCRIMINATED,,,3000,35003000
355,BUL,Bulgaria,Yes,1946,1989,Bulgarians,0.83,MONOPOLY,,,1000,35501000
355,BUL,Bulgaria,Yes,1946,1989,Turkish,0.1,DISCRIMINATED,,,2000,35502000
355,BUL,Bulgaria,Yes,1946,1989,Roma,0.05,DISCRIMINATED,,,3000,35503000
355,BUL,Bulgaria,Yes,1946,1989,Pomaks,0.017,DISCRIMINATED,,,4000,35504000
355,BUL,Bulgaria,Yes,1990,1991,Bulgarians,0.83,MONOPOLY,,,1000,35501000
355,BUL,Bulgaria,Yes,1990,1991,Turkish,0.1,POWERLESS,,,2000,35502000
355,BUL,Bulgaria,Yes,1990,1991,Roma,0.05,DISCRIMINATED,,,3000,35503000
355,BUL,Bulgaria,Yes,1990,1991,Pomaks,0.017,POWERLESS,,,4000,35504000
355,BUL,Bulgaria,Yes,1992,2005,Bulgarians,0.83,SENIOR PARTNER,,,1000,35501000
355,BUL,Bulgaria,Yes,1992,2005,Turkish,0.094,JUNIOR PARTNER,,,2000,35502000
355,BUL,Bulgaria,Yes,1992,2005,Roma,0.05,DISCRIMINATED,,,3000,35503000
355,BUL,Bulgaria,Yes,1992,2005,Pomaks,0.017,IRRELEVANT,,,4000,35504000
359,MLD,Moldova,Yes,1991,2000,Moldovans,0.67,DOMINANT,,,1000,35901000
359,MLD,Moldova,Yes,1991,2000,Transnistrians,0.14,SEPARATIST AUTONOMY,30100,,2000,35902000
359,MLD,Moldova,Yes,1991,2000,Russian speakers,0.123,POWERLESS,,,3000,35903000
359,MLD,Moldova,Yes,1991,2000,Gagauz,0.037,REGIONAL AUTONOMY,,,4000,35904000
359,MLD,Moldova,Yes,1991,2000,Bulgarians,0.017,POWERLESS,,,5000,35905000
359,MLD,Moldova,Yes,2001,2005,Moldovans,0.67,SENIOR PARTNER,,,1000,35901000
359,MLD,Moldova,Yes,2001,2005,Transnistrians,0.14,SEPARATIST AUTONOMY,,,2000,35902000
359,MLD,Moldova,Yes,2001,2005,Russian speakers,0.123,JUNIOR PARTNER,,,3000,35903000
359,MLD,Moldova,Yes,2001,2005,Gagauz,0.037,REGIONAL AUTONOMY,,,4000,35904000
359,MLD,Moldova,Yes,2001,2005,Bulgarians,0.017,POWERLESS,,,5000,35905000
360,ROM,Romania,Yes,1946,1988,Romanians,0.895,DOMINANT,,,1000,36001000
360,ROM,Romania,Yes,1946,1988,Hungarians,0.066,DISCRIMINATED,,,2000,36002000
360,ROM,Romania,Yes,1946,1988,Roma,0.025,DISCRIMINATED,,,3000,36003000
360,ROM,Romania,Yes,1946,1988,Germans,0.002,DISCRIMINATED,,,4000,36004000
360,ROM,Romania,Yes,1989,1995,Romanians,0.895,DOMINANT,,,1000,36001000
360,ROM,Romania,Yes,1989,1995,Hungarians,0.066,REGIONAL AUTONOMY,,,2000,36002000
360,ROM,Romania,Yes,1989,1995,Roma,0.025,DISCRIMINATED,,,3000,36003000
360,ROM,Romania,Yes,1989,1995,Germans,0.002,POWERLESS,,,4000,36004000
360,ROM,Romania,Yes,1996,2005,Romanians,0.895,SENIOR PARTNER,,,1000,36001000
360,ROM,Romania,Yes,1996,2005,Hungarians,0.066,JUNIOR PARTNER,,,2000,36002000
360,ROM,Romania,Yes,1996,2005,Roma,0.025,DISCRIMINATED,,,3000,36003000
360,ROM,Romania,Yes,1996,2005,Germans,0.002,POWERLESS,,,4000,36004000
365,RUS,Russia,Yes,1946,1956,Russians,0.54,SENIOR PARTNER,,,1000,36501000
365,RUS,Russia,Yes,1946,1956,Ukrainians,0.17,JUNIOR PARTNER,11400,,2000,36502000
365,RUS,Russia,Yes,1946,1956,Byelorussians,0.03,REGIONAL AUTONOMY,,,4000,36504000
365,RUS,Russia,Yes,1946,1956,Tatars,0.02,REGIONAL AUTONOMY,,,3000,36503000
365,RUS,Russia,Yes,1946,1956,Uzbeks,0.02,REGIONAL AUTONOMY,,,5000,36505000
365,RUS,Russia,Yes,1946,1956,Armenians,0.01,REGIONAL AUTONOMY,,,8000,36508000
365,RUS,Russia,Yes,1946,1956,Azerbaijanis,0.01,REGIONAL AUTONOMY,,,9000,36509000
365,RUS,Russia,Yes,1946,1956,Jews,0.01,DISCRIMINATED,,,11000,36511000
365,RUS,Russia,Yes,1946,1956,Georgians,0.01,REGIONAL AUTONOMY,,,10000,36510000
365,RUS,Russia,Yes,1946,1956,Moldovans,0.01,REGIONAL AUTONOMY,,,14000,36514000
365,RUS,Russia,Yes,1946,1956,Kazakhs,0.01,REGIONAL AUTONOMY,,,12000,36512000
365,RUS,Russia,Yes,1946,1956,Lithuanians,0.01,DISCRIMINATED,11300,,13000,36513000
365,RUS,Russia,Yes,1946,1956,Germans,0.008,DISCRIMINATED,,,17000,36517000
365,RUS,Russia,Yes,1946,1956,Poles,0.007,DISCRIMINATED,,,18000,36518000
365,RUS,Russia,Yes,1946,1956,Chuvashes,0.007,REGIONAL AUTONOMY,,,6000,36506000
365,RUS,Russia,Yes,1946,1956,Tajiks,0.007,REGIONAL AUTONOMY,,,19000,36519000
365,RUS,Russia,Yes,1946,1956,Mordva,0.006,REGIONAL AUTONOMY,,,20000,36520000
365,RUS,Russia,Yes,1946,1956,Latvians,0.006,DISCRIMINATED,11200,,21000,36521000
365,RUS,Russia,Yes,1946,1956,Turkmens,0.005,REGIONAL AUTONOMY,,,25000,36525000
365,RUS,Russia,Yes,1946,1956,Estonians,0.005,DISCRIMINATED,11100,,24000,36524000
365,RUS,Russia,Yes,1946,1956,Bashkirs,0.005,REGIONAL AUTONOMY,,,7000,36507000
365,RUS,Russia,Yes,1946,1956,Kirghis,0.005,REGIONAL AUTONOMY,,,22000,36522000
365,RUS,Russia,Yes,1946,1956,Udmurt,0.003,REGIONAL AUTONOMY,,,30000,36530000
365,RUS,Russia,Yes,1946,1956,Mari,0.002,REGIONAL AUTONOMY,,,29000,36529000
365,RUS,Russia,Yes,1946,1956,Koreans,0.002,DISCRIMINATED,,,38000,36538000
365,RUS,Russia,Yes,1946,1956,Chechens,0.002,DISCRIMINATED,,,16000,36516000
365,RUS,Russia,Yes,1946,1956,Ossetes,0.002,REGIONAL AUTONOMY,,,27000,36527000
365,RUS,Russia,Yes,1946,1956,Ingush,0.001,DISCRIMINATED,,,33000,36533000
365,RUS,Russia,Yes,1946,1956,Lezgins,0.001,REGIONAL AUTONOMY,,,35000,36535000
365,RUS,Russia,Yes,1946,1956,Kabardins,0.001,REGIONAL AUTONOMY,,,28000,36528000
365,RUS,Russia,Yes,1946,1956,Karelians,0.001,REGIONAL AUTONOMY,,,56000,36556000
365,RUS,Russia,Yes,1946,1956,Avars,0.001,REGIONAL AUTONOMY,,,23000,36523000
365,RUS,Russia,Yes,1946,1956,Roma,0.001,DISCRIMINATED,,,52000,36552000
365,RUS,Russia,Yes,1946,1956,Kumuks,0.001,REGIONAL AUTONOMY,,,34000,36534000
365,RUS,Russia,Yes,1946,1956,Dargins,0.001,REGIONAL AUTONOMY,,,26000,36526000
365,RUS,Russia,Yes,1946,1956,Gagauz,0.001,POWERLESS,,,51000,36551000
365,RUS,Russia,Yes,1946,1956,Komi,0.001,REGIONAL AUTONOMY,,,37000,36537000
365,RUS,Russia,Yes,1946,1956,Komi-Permyaks,0.001,POWERLESS,,,58000,36558000
365,RUS,Russia,Yes,1946,1956,Buryats,0.001,REGIONAL AUTONOMY,,,32000,36532000
365,RUS,Russia,Yes,1946,1956,Yakuts,0.001,REGIONAL AUTONOMY,,,36000,36536000
365,RUS,Russia,Yes,1946,1956,Kalmyks,0.001,DISCRIMINATED,,,53000,36553000
365,RUS,Russia,Yes,1946,1956,Karakalpaks,0.001,REGIONAL AUTONOMY,,,55000,36555000
365,RUS,Russia,Yes,1946,1956,Tuvinians,0.0005,REGIONAL AUTONOMY,,,39000,36539000
365,RUS,Russia,Yes,1946,1956,Uighurs,0.0005,POWERLESS,,,66000,36566000
365,RUS,Russia,Yes,1946,1956,Finns,0.0004,REGIONAL AUTONOMY,,,50000,36550000
365,RUS,Russia,Yes,1946,1956,Circassians,0.0004,REGIONAL AUTONOMY,,,44000,36544000
365,RUS,Russia,Yes,1946,1956,Karachai,0.0004,DISCRIMINATED,,,54000,36554000
365,RUS,Russia,Yes,1946,1956,Adyghe,0.0004,REGIONAL AUTONOMY,,,40000,36540000
365,RUS,Russia,Yes,1946,1956,Abkhaz,0.0003,REGIONAL AUTONOMY,,,46000,36546000
365,RUS,Russia,Yes,1946,1956,Laks,0.0003,POWERLESS,,,59000,36559000
365,RUS,Russia,Yes,1946,1956,Khakass,0.0003,REGIONAL AUTONOMY,,,57000,36557000
365,RUS,Russia,Yes,1946,1956,Altai,0.0002,REGIONAL AUTONOMY,,,47000,36547000
365,RUS,Russia,Yes,1946,1956,Pamir Tajiks,0.0002,POWERLESS,,,63000,36563000
365,RUS,Russia,Yes,1946,1956,Balkars,0.0002,DISCRIMINATED,,,43000,36543000
365,RUS,Russia,Yes,1946,1956,Nogai,0.0002,POWERLESS,,,61000,36561000
365,RUS,Russia,Yes,1946,1956,Tabasarans,0.0002,POWERLESS,,,65000,36565000
365,RUS,Russia,Yes,1946,1956,Crimean Tatars,0.0001,DISCRIMINATED,,,49000,36549000
365,RUS,Russia,Yes,1946,1956,Chukchi,0.0001,IRRELEVANT,,,48000,36548000
365,RUS,Russia,Yes,1957,1990,Russians,0.54,SENIOR PARTNER,,,1000,36501000
365,RUS,Russia,Yes,1957,1990,Ukrainians,0.17,JUNIOR PARTNER,,,2000,36502000
365,RUS,Russia,Yes,1957,1990,Byelorussians,0.03,REGIONAL AUTONOMY,,,4000,36504000
365,RUS,Russia,Yes,1957,1990,Tatars,0.02,REGIONAL AUTONOMY,,,3000,36503000
365,RUS,Russia,Yes,1957,1990,Uzbeks,0.02,REGIONAL AUTONOMY,,,5000,36505000
365,RUS,Russia,Yes,1957,1990,Kazakhs,0.01,REGIONAL AUTONOMY,,,12000,36512000
365,RUS,Russia,Yes,1957,1990,Azerbaijanis,0.01,REGIONAL AUTONOMY,28400,,9000,36509000
365,RUS,Russia,Yes,1957,1990,Moldovans,0.01,REGIONAL AUTONOMY,,,14000,36514000
365,RUS,Russia,Yes,1957,1990,Lithuanians,0.01,REGIONAL AUTONOMY,,,13000,36513000
365,RUS,Russia,Yes,1957,1990,Armenians,0.01,REGIONAL AUTONOMY,28300,,8000,36508000
365,RUS,Russia,Yes,1957,1990,Georgians,0.01,REGIONAL AUTONOMY,,,10000,36510000
365,RUS,Russia,Yes,1957,1990,Jews,0.01,DISCRIMINATED,,,11000,36511000
365,RUS,Russia,Yes,1957,1990,Germans,0.008,DISCRIMINATED,,,17000,36517000
365,RUS,Russia,Yes,1957,1990,Tajiks,0.007,REGIONAL AUTONOMY,,,19000,36519000
365,RUS,Russia,Yes,1957,1990,Poles,0.007,POWERLESS,,,18000,36518000
365,RUS,Russia,Yes,1957,1990,Chuvashes,0.007,REGIONAL AUTONOMY,,,6000,36506000
365,RUS,Russia,Yes,1957,1990,Latvians,0.006,REGIONAL AUTONOMY,,,21000,36521000
365,RUS,Russia,Yes,1957,1990,Mordva,0.006,REGIONAL AUTONOMY,,,20000,36520000
365,RUS,Russia,Yes,1957,1990,Turkmens,0.005,REGIONAL AUTONOMY,,,25000,36525000
365,RUS,Russia,Yes,1957,1990,Bashkirs,0.005,REGIONAL AUTONOMY,,,7000,36507000
365,RUS,Russia,Yes,1957,1990,Kirghis,0.005,REGIONAL AUTONOMY,,,22000,36522000
365,RUS,Russia,Yes,1957,1990,Estonians,0.005,REGIONAL AUTONOMY,,,24000,36524000
365,RUS,Russia,Yes,1957,1990,Udmurt,0.003,REGIONAL AUTONOMY,,,30000,36530000
365,RUS,Russia,Yes,1957,1990,Chechens,0.002,REGIONAL AUTONOMY,,,16000,36516000
365,RUS,Russia,Yes,1957,1990,Mari,0.002,REGIONAL AUTONOMY,,,29000,36529000
365,RUS,Russia,Yes,1957,1990,Koreans,0.002,DISCRIMINATED,,,38000,36538000
365,RUS,Russia,Yes,1957,1990,Ossetes,0.002,REGIONAL AUTONOMY,,,27000,36527000
365,RUS,Russia,Yes,1957,1990,Roma,0.001,DISCRIMINATED,,,52000,36552000
365,RUS,Russia,Yes,1957,1990,Circassians,0.001,REGIONAL AUTONOMY,,,44000,36544000
365,RUS,Russia,Yes,1957,1990,Dargins,0.001,REGIONAL AUTONOMY,,,26000,36526000
365,RUS,Russia,Yes,1957,1990,Kumuks,0.001,REGIONAL AUTONOMY,,,34000,36534000
365,RUS,Russia,Yes,1957,1990,Ingush,0.001,REGIONAL AUTONOMY,,,33000,36533000
365,RUS,Russia,Yes,1957,1990,Buryats,0.001,REGIONAL AUTONOMY,,,32000,36532000
365,RUS,Russia,Yes,1957,1990,Kabardins,0.001,REGIONAL AUTONOMY,,,28000,36528000
365,RUS,Russia,Yes,1957,1990,Karakalpaks,0.001,REGIONAL AUTONOMY,,,55000,36555000
365,RUS,Russia,Yes,1957,1990,Kalmyks,0.001,REGIONAL AUTONOMY,,,53000,36553000
365,RUS,Russia,Yes,1957,1990,Karelians,0.001,REGIONAL AUTONOMY,,,56000,36556000
365,RUS,Russia,Yes,1957,1990,Komi,0.001,REGIONAL AUTONOMY,,,37000,36537000
365,RUS,Russia,Yes,1957,1990,Lezgins,0.001,REGIONAL AUTONOMY,,,35000,36535000
365,RUS,Russia,Yes,1957,1990,Komi-Permyaks,0.001,POWERLESS,,,58000,36558000
365,RUS,Russia,Yes,1957,1990,Gagauz,0.001,POWERLESS,,,51000,36551000
365,RUS,Russia,Yes,1957,1990,Avars,0.001,REGIONAL AUTONOMY,,,23000,36523000
365,RUS,Russia,Yes,1957,1990,Yakuts,0.001,REGIONAL AUTONOMY,,,36000,36536000
365,RUS,Russia,Yes,1957,1990,Tuvinians,0.0005,REGIONAL AUTONOMY,,,39000,36539000
365,RUS,Russia,Yes,1957,1990,Uighurs,0.0005,POWERLESS,,,66000,36566000
365,RUS,Russia,Yes,1957,1990,Finns,0.0004,POWERLESS,,,50000,36550000
365,RUS,Russia,Yes,1957,1990,Karachai,0.0004,REGIONAL AUTONOMY,,,54000,36554000
365,RUS,Russia,Yes,1957,1990,Adyghe,0.0004,REGIONAL AUTONOMY,,,40000,36540000
365,RUS,Russia,Yes,1957,1990,Laks,0.0003,POWERLESS,,,59000,36559000
365,RUS,Russia,Yes,1957,1990,Abkhaz,0.0003,REGIONAL AUTONOMY,,,46000,36546000
365,RUS,Russia,Yes,1957,1990,Khakass,0.0003,REGIONAL AUTONOMY,,,57000,36557000
365,RUS,Russia,Yes,1957,1990,Altai,0.0002,REGIONAL AUTONOMY,,,47000,36547000
365,RUS,Russia,Yes,1957,1990,Pamir Tajiks,0.0002,POWERLESS,,,63000,36563000
365,RUS,Russia,Yes,1957,1990,Balkars,0.0002,REGIONAL AUTONOMY,,,43000,36543000
365,RUS,Russia,Yes,1957,1990,Nogai,0.0002,POWERLESS,,,61000,36561000
365,RUS,Russia,Yes,1957,1990,Tabasarans,0.0002,POWERLESS,,,65000,36565000
365,RUS,Russia,Yes,1957,1990,Crimean Tatars,0.0001,DISCRIMINATED,,,49000,36549000
365,RUS,Russia,Yes,1957,1990,Chukchi,0.0001,IRRELEVANT,,,48000,36548000
365,RUS,Russia,Yes,1991,2002,Russians,0.798,DOMINANT,,,1000,36501000
365,RUS,Russia,Yes,1991,2002,Tatars,0.038,REGIONAL AUTONOMY,,,3000,36503000
365,RUS,Russia,Yes,1991,2002,Ukrainians,0.02,IRRELEVANT,,,2000,36502000
365,RUS,Russia,Yes,1991,2002,Chuvashes,0.013,REGIONAL AUTONOMY,,,6000,36506000
365,RUS,Russia,Yes,1991,2002,Bashkirs,0.012,REGIONAL AUTONOMY,,,7000,36507000
365,RUS,Russia,Yes,1991,2002,Chechens,0.009,SEPARATIST AUTONOMY,30900,,16000,36516000
365,RUS,Russia,Yes,1991,2002,Poles,0.007,IRRELEVANT,,,18000,36518000
365,RUS,Russia,Yes,1991,2002,Avars,0.006,REGIONAL AUTONOMY,,,23000,36523000
365,RUS,Russia,Yes,1991,2002,Mordva,0.006,REGIONAL AUTONOMY,,,20000,36520000
365,RUS,Russia,Yes,1991,2002,Byelorussians,0.006,IRRELEVANT,,,4000,36504000
365,RUS,Russia,Yes,1991,2002,Kazakhs,0.005,POWERLESS,,,12000,36512000
365,RUS,Russia,Yes,1991,2002,Germans,0.004,POWERLESS,,,17000,36517000
365,RUS,Russia,Yes,1991,2002,Kabardins,0.004,REGIONAL AUTONOMY,,,28000,36528000
365,RUS,Russia,Yes,1991,2002,Azerbaijanis,0.004,DISCRIMINATED,,,9000,36509000
365,RUS,Russia,Yes,1991,2002,Udmurt,0.004,REGIONAL AUTONOMY,,,30000,36530000
365,RUS,Russia,Yes,1991,2002,Dargins,0.004,REGIONAL AUTONOMY,,,26000,36526000
365,RUS,Russia,Yes,1991,2002,Mari,0.004,REGIONAL AUTONOMY,,,29000,36529000
365,RUS,Russia,Yes,1991,2002,Ossetes,0.004,REGIONAL AUTONOMY,,,27000,36527000
365,RUS,Russia,Yes,1991,2002,Ingush,0.003,REGIONAL AUTONOMY,,,33000,36533000
365,RUS,Russia,Yes,1991,2002,Yakuts,0.003,REGIONAL AUTONOMY,,,36000,36536000
365,RUS,Russia,Yes,1991,2002,Buryats,0.003,REGIONAL AUTONOMY,,,32000,36532000
365,RUS,Russia,Yes,1991,2002,Kumyks,0.003,REGIONAL AUTONOMY,,,34000,36534000
365,RUS,Russia,Yes,1991,2002,Lezgins,0.003,REGIONAL AUTONOMY,,,35000,36535000
365,RUS,Russia,Yes,1991,2002,Koreans,0.002,IRRELEVANT,,,38000,36538000
365,RUS,Russia,Yes,1991,2002,Jews,0.002,POWERLESS,,,11000,36511000
365,RUS,Russia,Yes,1991,2002,Komi,0.002,REGIONAL AUTONOMY,,,37000,36537000
365,RUS,Russia,Yes,1991,2002,Tuvinians,0.002,REGIONAL AUTONOMY,,,39000,36539000
365,RUS,Russia,Yes,1991,2002,Tabasarans,0.001,POWERLESS,,,65000,36565000
365,RUS,Russia,Yes,1991,2002,Khakass,0.001,REGIONAL AUTONOMY,,,57000,36557000
365,RUS,Russia,Yes,1991,2002,Adyghe,0.001,REGIONAL AUTONOMY,,,40000,36540000
365,RUS,Russia,Yes,1991,2002,Laks,0.001,POWERLESS,,,59000,36559000
365,RUS,Russia,Yes,1991,2002,Komi-Permyaks,0.001,IRRELEVANT,,,58000,36558000
365,RUS,Russia,Yes,1991,2002,Balkars,0.001,REGIONAL AUTONOMY,,,43000,36543000
365,RUS,Russia,Yes,1991,2002,Karachai,0.001,REGIONAL AUTONOMY,,,54000,36554000
365,RUS,Russia,Yes,1991,2002,Altai,0.001,REGIONAL AUTONOMY,,,47000,36547000
365,RUS,Russia,Yes,1991,2002,Roma,0.001,DISCRIMINATED,,,52000,36552000
365,RUS,Russia,Yes,1991,2002,Nogai,0.001,POWERLESS,,,61000,36561000
365,RUS,Russia,Yes,1991,2002,Kalmyks,0.001,REGIONAL AUTONOMY,,,53000,36553000
365,RUS,Russia,Yes,1991,2002,Karelians,0.001,REGIONAL AUTONOMY,,,56000,36556000
365,RUS,Russia,Yes,1991,2002,Finns,0.0004,IRRELEVANT,,,50000,36550000
365,RUS,Russia,Yes,1991,2002,Circassians,0.0004,POWERLESS,,,44000,36544000
365,RUS,Russia,Yes,1991,2002,Chukchi,0.0001,REGIONAL AUTONOMY,,,48000,36548000
365,RUS,Russia,Yes,2003,2005,Russians,0.798,DOMINANT,,,1000,36501000
365,RUS,Russia,Yes,2003,2005,Tatars,0.038,REGIONAL AUTONOMY,,,3000,36503000
365,RUS,Russia,Yes,2003,2005,Ukrainians,0.02,IRRELEVANT,,,2000,36502000
365,RUS,Russia,Yes,2003,2005,Chuvashes,0.013,REGIONAL AUTONOMY,,,6000,36506000
365,RUS,Russia,Yes,2003,2005,Bashkirs,0.012,REGIONAL AUTONOMY,,,7000,36507000
365,RUS,Russia,Yes,2003,2005,Chechens,0.009,REGIONAL AUTONOMY,30900,,16000,36516000
365,RUS,Russia,Yes,2003,2005,Poles,0.007,IRRELEVANT,,,18000,36518000
365,RUS,Russia,Yes,2003,2005,Mordva,0.006,REGIONAL AUTONOMY,,,20000,36520000
365,RUS,Russia,Yes,2003,2005,Byelorussians,0.006,IRRELEVANT,,,4000,36504000
365,RUS,Russia,Yes,2003,2005,Avars,0.006,REGIONAL AUTONOMY,,,23000,36523000
365,RUS,Russia,Yes,2003,2005,Kazakhs,0.005,POWERLESS,,,12000,36512000
365,RUS,Russia,Yes,2003,2005,Ossetes,0.004,REGIONAL AUTONOMY,,,27000,36527000
365,RUS,Russia,Yes,2003,2005,Azerbaijanis,0.004,DISCRIMINATED,,,9000,36509000
365,RUS,Russia,Yes,2003,2005,Dargins,0.004,REGIONAL AUTONOMY,,,26000,36526000
365,RUS,Russia,Yes,2003,2005,Kabardins,0.004,REGIONAL AUTONOMY,,,28000,36528000
365,RUS,Russia,Yes,2003,2005,Germans,0.004,POWERLESS,,,17000,36517000
365,RUS,Russia,Yes,2003,2005,Mari,0.004,REGIONAL AUTONOMY,,,29000,36529000
365,RUS,Russia,Yes,2003,2005,Udmurt,0.004,REGIONAL AUTONOMY,,,30000,36530000
365,RUS,Russia,Yes,2003,2005,Yakuts,0.003,REGIONAL AUTONOMY,,,36000,36536000
365,RUS,Russia,Yes,2003,2005,Ingush,0.003,REGIONAL AUTONOMY,,,33000,36533000
365,RUS,Russia,Yes,2003,2005,Buryats,0.003,REGIONAL AUTONOMY,,,32000,36532000
365,RUS,Russia,Yes,2003,2005,Kumyks,0.003,REGIONAL AUTONOMY,,,34000,36534000
365,RUS,Russia,Yes,2003,2005,Lezgins,0.003,REGIONAL AUTONOMY,,,35000,36535000
365,RUS,Russia,Yes,2003,2005,Tuvinians,0.002,REGIONAL AUTONOMY,,,39000,36539000
365,RUS,Russia,Yes,2003,2005,Jews,0.002,POWERLESS,,,11000,36511000
365,RUS,Russia,Yes,2003,2005,Komi,0.002,REGIONAL AUTONOMY,,,37000,36537000
365,RUS,Russia,Yes,2003,2005,Koreans,0.002,IRRELEVANT,,,38000,36538000
365,RUS,Russia,Yes,2003,2005,Karelians,0.001,REGIONAL AUTONOMY,,,56000,36556000
365,RUS,Russia,Yes,2003,2005,Balkars,0.001,REGIONAL AUTONOMY,,,43000,36543000
365,RUS,Russia,Yes,2003,2005,Karachai,0.001,REGIONAL AUTONOMY,,,54000,36554000
365,RUS,Russia,Yes,2003,2005,Kalmyks,0.001,REGIONAL AUTONOMY,,,53000,36553000
365,RUS,Russia,Yes,2003,2005,Roma,0.001,DISCRIMINATED,,,52000,36552000
365,RUS,Russia,Yes,2003,2005,Adyghe,0.001,REGIONAL AUTONOMY,,,40000,36540000
365,RUS,Russia,Yes,2003,2005,Khakass,0.001,REGIONAL AUTONOMY,,,57000,36557000
365,RUS,Russia,Yes,2003,2005,Altai,0.001,REGIONAL AUTONOMY,,,47000,36547000
365,RUS,Russia,Yes,2003,2005,Nogai,0.001,POWERLESS,,,61000,36561000
365,RUS,Russia,Yes,2003,2005,Tabasarans,0.001,POWERLESS,,,65000,36565000
365,RUS,Russia,Yes,2003,2005,Komi-Permyaks,0.001,IRRELEVANT,,,58000,36558000
365,RUS,Russia,Yes,2003,2005,Laks,0.001,POWERLESS,,,59000,36559000
365,RUS,Russia,Yes,2003,2005,Finns,0.0004,IRRELEVANT,,,50000,36550000
365,RUS,Russia,Yes,2003,2005,Circassians,0.0004,POWERLESS,,,44000,36544000
365,RUS,Russia,Yes,2003,2005,Chukchi,0.0001,REGIONAL AUTONOMY,,,48000,36548000
366,EST,Estonia,Yes,1991,2005,Estonians,0.679,DOMINANT,,,1000,36601000
366,EST,Estonia,Yes,1991,2005,Russians,0.256,DISCRIMINATED,,,2000,36602000
366,EST,Estonia,Yes,1991,2005,Ukrainians,0.021,DISCRIMINATED,,,3000,36603000
